PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
150,6/16/23,59:43.3,2,2,"Simmons, Dylan",687535,Right,YAR_RED,"Culpepper, Kaelen ",1000112508,Right,HAR_MAR,Undefined,5,Top,0,1,0,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.66451,-1.345581,-3.399761,2172.947662,256.240577,02:30,5.6532,0.6267,5.43615,-37.74317,2.6624,4.85587,1.24547,-2.15595,76.60304,-8.260544,-2.536331,0.457501,,,,,,,,,,,,-3.5652,2.19429,-0.32906,50,5.50802,7.07071,-122.49188,-4.23136,-5.32461,28.0359,-28.89689,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,19e4a470-0c91-11ee-86e8-e178d624069f,82.38766,,,8.06147,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,59:43.3,2023-06-16T17:59:43.2698342-04:00,2023-06-16T21:59:43.2698342Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,975e2d6b-a739-4f6c-81b2-5d777caaa290,55.05952,-123.64448,14.01795,5.65756,-3.04336,-14.44845,-0.62425,7.28961,-2.6623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
151,6/16/23,00:00.7,2,3,"Simmons, Dylan",687535,Right,YAR_RED,"Culpepper, Kaelen ",1000112508,Right,HAR_MAR,Undefined,5,Top,0,2,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,92.2507,-1.469605,-0.226107,2204.793457,232.458864,01:45,6.05846,0.32889,5.07584,-20.69383,13.92946,16.38276,2.94827,1.48097,82.52974,-5.341547,2.671071,0.423502,,,,,,,,,,,,-8.31563,7.81827,-0.32142,50,5.90368,-0.25165,-133.52629,-4.18413,-14.64487,35.32276,-18.40509,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,2442c190-0c91-11ee-86e8-e178d624069f,89.00176,,,9.72096,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,00:00.7,2023-06-16T18:00:00.7447526-04:00,2023-06-16T22:00:00.7447526Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,c4afe585-4aa2-4e9b-a731-f00cb1ec7f13,55.42032,-134.95256,17.66138,6.05763,-3.44097,-9.20254,-0.3232,0.33968,-7.32243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
152,6/16/23,00:18.8,2,4,"Simmons, Dylan",687535,Right,YAR_RED,"Culpepper, Kaelen ",1000112508,Right,HAR_MAR,Undefined,5,Top,0,3,0,Cutter,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.72429,-0.642834,-1.120528,2071.261497,230.705985,01:45,5.69353,0.71127,5.55018,-34.94423,4.9224,4.30815,2.1807,0.0231,76.83813,-7.08604,-0.351306,0.45444,,,,,,,,,,,,-2.52504,3.10807,-0.61725,50,5.61509,2.22054,-122.85722,-2.6001,-3.81151,27.1524,-27.48241,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,2f0ebbb0-0c91-11ee-86e8-e178d624069f,82.94269,,,7.88616,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,00:18.8,2023-06-16T18:00:18.8190182-04:00,2023-06-16T22:00:18.8190182Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,78d19d4e-2ed4-4249-a186-ce8beb540627,54.94496,-123.94527,13.5762,5.69721,-1.49882,-13.74121,-0.7093,2.37328,-1.90575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
153,6/16/23,00:35.5,2,5,"Simmons, Dylan",687535,Right,YAR_RED,"Culpepper, Kaelen ",1000112508,Right,HAR_MAR,Undefined,5,Top,0,3,1,Cutter,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,87.97919,-0.400315,-1.238451,2189.791646,227.41161,01:30,5.67124,0.69498,5.24504,-34.78077,2.64276,1.44413,2.39656,-0.34868,79.67775,-6.769816,-0.982126,0.440295,69.02727,19.389857,166.955375,3131.554252,,,,,30.02896,,,-1.11673,1.8063,-0.5824,50,5.60876,2.69202,-127.52344,-2.2175,-1.8147,29.45106,-29.23878,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,38fd2710-0c91-11ee-86e8-e178d624069f,85.60722,10.98681,,8.30145,,,,2.04053,2.40077,0.52618,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,00:35.5,2023-06-16T18:00:35.5082726-04:00,2023-06-16T22:00:35.5082726Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,267913e2-516d-4303-9ee3-fbc3500aac41,55.25121,-128.73048,14.72553,5.67508,-1.01917,-14.61939,-0.69425,2.76639,-0.90735,,2.0399,-93.00975,8.53306,,,,,,,2.40725,33.36139,-24.89185,,,,,,,0.5295,21.42685,-7.10993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
154,6/16/23,01:05.4,2,6,"Simmons, Dylan",687535,Right,YAR_RED,"Culpepper, Kaelen ",1000112508,Right,HAR_MAR,Undefined,5,Top,0,3,2,ChangeUp,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,83.1283,0.59669,-1.050955,1512.154231,255.572395,02:30,5.75363,0.39783,5.9871,-34.7301,5.72662,17.10151,3.41258,0.84883,75.74084,-5.863943,2.025579,0.45779,64.69357,9.794083,156.461609,3004.708183,,,,,24.05395,,,-9.1156,3.15299,-0.32441,50,5.78157,1.55111,-120.7534,0.15402,-13.36935,24.98253,-27.54974,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,4acd64f0-0c91-11ee-86e8-e178d624069f,82.33557,6.3165,,7.38747,,,,0.76254,3.18003,-0.84672,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,01:05.4,2023-06-16T18:01:05.3751782-04:00,2023-06-16T22:01:05.3751782Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,2a40ef62-868c-4471-b1be-b73cf249a999,54.51071,-121.68304,12.49127,5.75677,1.17919,-13.77487,-0.39139,2.0486,-6.68468,,0.76153,-85.67305,8.89272,,,,,,,3.18172,16.05999,-17.34848,,,,,,,-0.84329,37.17701,-12.88693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
155,6/16/23,01:29.9,2,7,"Simmons, Dylan",687535,Right,YAR_RED,"Culpepper, Kaelen ",1000112508,Right,HAR_MAR,Undefined,5,Top,0,3,2,Fastball,Sinker,InPlay,Undefined,GroundBall,Single,0,0,,92.78246,-1.674786,-1.233025,2075.366743,232.686937,01:45,6.00134,0.1174,5.4293,-19.92922,13.53887,16.18611,2.77128,0.3113,83.74738,-5.41253,1.648236,0.416377,62.56625,-60.724967,-130.075931,,,,,1.37855,1.45795,-64.89335,0.035577,-8.55382,7.69461,-0.01984,50,5.83952,2.1384,-134.46178,-4.63208,-15.43844,33.00826,-18.28636,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,59624df0-0c91-11ee-86e8-e178d624069f,90.52475,2.86284,,9.03508,,,,1.61817,2.86284,-0.02024,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,01:29.9,2023-06-16T18:01:29.8868198-04:00,2023-06-16T22:01:29.8868198Z,GroundBall,v3,,,,"King, Will",1000098174,Right,YAR_RED,2a5946b3-16ca-40e6-a868-b6958772eb20,55.06673,-135.69989,16.50413,6.0004,-3.94618,-9.14318,-0.11091,2.71748,-7.71922,,1.61905,-29.04257,,,,,,,,2.86528,-80.46901,,,,,,,,-0.0192,-34.51858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
156,6/16/23,02:10.8,3,1,"Simmons, Dylan",687535,Right,YAR_RED,"Fitzgerald, Hunter",1000254923,Left,HAR_MAR,Undefined,5,Top,0,0,0,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,87.71535,-0.418669,0.660714,2193.657012,254.430359,02:30,5.60384,1.11426,5.32307,-34.20844,3.16028,6.82205,2.36023,2.30279,79.79772,-6.685267,1.873489,0.439972,,,,,,,,,,,,-3.19508,2.11973,-1.17899,50,5.54163,-1.77748,-127.21184,-2.22773,-5.19329,28.07112,-28.72862,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,71bdcf00-0c91-11ee-86e8-e178d624069f,85.67,,,7.91763,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,02:10.8,2023-06-16T18:02:10.7744742-04:00,2023-06-16T22:02:10.7744742Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,949c36f8-413c-49d4-a097-f4a402bdfd51,55.17182,-128.348,14.03556,5.60827,-1.06496,-14.36431,-1.11131,-1.56729,-2.59664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
157,6/16/23,02:31.8,3,2,"Simmons, Dylan",687535,Right,YAR_RED,"Fitzgerald, Hunter",1000254923,Left,HAR_MAR,Undefined,5,Top,0,1,0,ChangeUp,Changeup,InPlay,Undefined,LineDrive,Single,0,0,,83.92883,-0.838813,-1.727408,1823.603651,261.006497,02:45,5.74738,0.70876,6.05651,-35.39872,4.58898,19.90639,2.02069,0.76828,75.94953,-7.427487,1.861237,0.455129,72.28601,24.363107,8.393917,1741.916663,109.21835,33.98064,13.08659,243.78414,243.57236,5.791084,3.224855,-10.86835,3.03579,-0.58532,50,5.66339,2.90018,-121.79273,-2.90897,-16.04366,27.76228,-27.69269,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,7e50cd80-0c91-11ee-86e8-e178d624069f,82.81706,35.0409,,7.97931,,,,2.49442,2.20532,-0.71897,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,02:31.8,2023-06-16T18:02:31.7943782-04:00,2023-06-16T22:02:31.7943782Z,LineDrive,v3,,,,"King, Will",1000098174,Right,YAR_RED,4201832c-ac60-451f-8be3-9030049a5966,54.44108,-122.80088,13.88114,5.75076,-1.90334,-13.84634,-0.70122,3.48279,-8.02183,165.192812,2.49418,95.55399,-10.9697,2.42178,-0.72584,0.30893,-0.11097,0.02262,-0.00186,2.20563,43.72262,-15.40886,0.50229,0.22375,-0.23113,0.09911,-0.02028,0.0016,-0.71908,14.10272,-3.11469,0.65652,-0.22563,0.11362,-0.04372,0.00906,-0.00074,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
158,6/16/23,03:53.9,4,1,"Simmons, Dylan",687535,Right,YAR_RED,"Jones, Kennedy",1000133767,Right,HAR_MAR,Undefined,5,Top,0,0,0,Cutter,Cutter,FoulBall,Undefined,Undefined,Undefined,0,0,,87.89663,-1.848599,-2.266424,2254.958817,196.706908,12:30,5.63545,0.89138,5.55004,-26.52293,10.58485,2.78323,1.69588,-0.99558,79.65776,-6.771856,-1.770195,0.438434,65.39743,-5.833362,148.800991,,,,,14.16886,14.16886,138.299222,0.172527,-2.12634,6.30863,-0.69719,50,5.45812,4.9195,-127.33335,-5.02697,-3.44781,29.17106,-21.94487,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,af3d85a0-0c91-11ee-86e8-e178d624069f,85.97068,1.69971,,8.23887,,,,3.15461,1.69971,0.97678,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,03:53.9,2023-06-16T18:03:53.8559462-04:00,2023-06-16T22:03:53.8559462Z,GroundBall,v3,,,,"King, Will",1000098174,Right,YAR_RED,44dd5c96-b00a-4ba3-8f24-aa9c47c5fc6e,54.94586,-128.46141,14.58553,5.63611,-4.17835,-10.97243,-0.89001,5.05283,-1.7239,,3.15413,-81.58232,11.51078,,,,,,,1.69919,-9.70847,-0.79662,,,,,,,0.97682,49.42541,-2.63366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,
159,6/16/23,04:13.7,4,2,"Simmons, Dylan",687535,Right,YAR_RED,"Jones, Kennedy",1000133767,Right,HAR_MAR,Undefined,5,Top,0,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.0091,-0.690733,-1.233396,1464.216669,276.866703,03:15,5.54241,0.92346,5.95364,-41.3688,-0.82791,17.63174,1.45426,1.24877,76.15028,-8.302213,1.941831,0.458266,,,,,,,,,,,,-9.48686,0.11063,-0.83561,50,5.46416,1.92554,-120.6309,-2.81219,-13.90777,24.58376,-32.01184,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,bb0a9c10-0c91-11ee-86e8-e178d624069f,82.25006,,,6.85882,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,04:13.7,2023-06-16T18:04:13.6883174-04:00,2023-06-16T22:04:13.6883174Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,d6d8fd39-ed8a-4c90-a637-fb810efcb927,54.54626,-121.55387,12.29188,5.54718,-1.61035,-16.00592,-0.91771,2.44769,-6.95388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
160,6/16/23,05:00.5,4,3,"Simmons, Dylan",687535,Right,YAR_RED,"Jones, Kennedy",1000133767,Right,HAR_MAR,Undefined,5,Top,0,1,1,Cutter,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,90.14347,-2.009556,-3.089934,2188.905427,170.056325,11:45,5.79975,0.55807,5.63159,-28.36265,6.68548,-0.96665,1.55778,-2.40818,82.2048,-7.234003,-3.262343,0.426092,,,,,,,,,,,,-0.43134,4.34095,-0.29436,50,5.61048,7.09116,-130.5736,-5.61177,-0.73948,29.27802,-24.73179,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,d6ee0b60-0c91-11ee-86e8-e178d624069f,88.46071,,,7.93867,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,05:00.5,2023-06-16T18:05:00.4922854-04:00,2023-06-16T22:05:00.4922854Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,56024101-91d0-49aa-989b-28fa3c2fae80,54.86447,-131.65982,14.63901,5.80166,-4.69421,-12.3659,-0.55795,7.11859,-0.36974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
161,6/16/23,05:18.2,4,4,"Simmons, Dylan",687535,Right,YAR_RED,"Jones, Kennedy",1000133767,Right,HAR_MAR,Undefined,5,Top,0,2,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.46402,-0.196006,-0.861278,1741.910199,258.0269,02:30,5.71849,0.68057,5.94195,-34.33734,4.77866,16.67658,2.67522,1.27132,77.3206,-6.556058,2.137888,0.450141,,,,,,,,,,,,-8.99953,2.78658,-0.62208,50,5.6832,1.2206,-122.78035,-1.52685,-13.67794,25.29889,-27.93889,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,e1735f90-0c91-11ee-86e8-e178d624069f,83.73473,,,7.14342,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,05:18.2,2023-06-16T18:05:18.1552614-04:00,2023-06-16T22:05:18.1552614Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,b1a29809-99be-4950-b457-92401dde2308,54.55874,-123.71611,12.64944,5.72056,-0.49344,-13.96945,-0.67658,1.72652,-6.83897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
162,6/16/23,05:39.2,4,5,"Simmons, Dylan",687535,Right,YAR_RED,"Jones, Kennedy",1000133767,Right,HAR_MAR,Undefined,5,Top,0,3,1,Cutter,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,89.18388,-2.133661,-1.858104,2141.532449,198.145537,12:30,5.64417,0.71342,5.69308,-31.73049,3.92461,0.89713,1.00958,-0.94404,81.44864,-7.964774,-1.697505,0.429766,,,,,,,,,,,,-1.01677,2.95776,-0.5579,50,5.44493,4.15782,-129.33638,-5.95956,-1.7094,28.86246,-27.20153,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,ee08cf10-0c91-11ee-86e8-e178d624069f,87.70455,,,7.73524,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,05:39.2,2023-06-16T18:05:39.2482278-04:00,2023-06-16T22:05:39.2482278Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,7b840937-3b1c-4066-8d3b-5ed678255e50,54.80453,-130.40414,14.43123,5.64679,-4.95324,-13.60076,-0.71288,4.22105,-0.8547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
163,6/16/23,06:01.2,4,6,"Simmons, Dylan",687535,Right,YAR_RED,"Jones, Kennedy",1000133767,Right,HAR_MAR,Undefined,5,Top,0,3,2,Cutter,Slider,InPlay,Undefined,LineDrive,Double,0,2,,86.98232,-0.704007,-1.654273,2230.044139,150.944955,11:00,5.72488,0.68711,5.56616,-33.85565,4.2802,-1.58382,2.24563,-0.99063,78.24385,-6.961686,-1.936964,0.444465,92.73249,23.695833,-13.025663,2073.752245,106.18338,40.41521,-28.72395,336.25922,335.28407,-20.166819,3.832069,0.23902,2.80036,-0.54339,50,5.64218,3.70737,-126.00306,-2.75476,0.37603,30.72779,-27.76864,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,fb1a2550-0c91-11ee-86e8-e178d624069f,84.80398,49.66293,,8.73847,,,,1.65839,2.24914,0.99565,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,06:01.2,2023-06-16T18:06:01.1850726-04:00,2023-06-16T22:06:01.1850726Z,LineDrive,v3,,,,"King, Will",1000098174,Right,YAR_RED,80aed4d1-b9ee-444d-9c16-9782c511ca05,54.92872,-127.19932,15.36389,5.72838,-1.6737,-13.88432,-0.68744,3.69273,0.18802,135.64307,1.6581,121.34744,-19.70152,4.74946,-1.21758,0.35252,-0.09543,0.01633,-0.00115,2.24982,54.63694,-16.80724,0.33946,0.42175,-0.27522,0.09256,-0.01536,0.00099,0.99566,-28.07065,-3.26659,1.75802,-0.55945,0.12928,-0.02178,0.00219,-9.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
164,6/16/23,06:50.3,5,1,"Simmons, Dylan",687535,Right,YAR_RED,"Levari, Kenny",1000099220,Left,HAR_MAR,Undefined,5,Top,0,0,0,Cutter,Slider,InPlay,Undefined,GroundBall,Out,1,0,,88.40988,-0.449936,-1.444403,2297.635105,190.361743,12:15,5.77835,0.69247,5.26383,-32.79766,4.18796,0.53095,2.62239,-0.62047,80.14645,-6.466261,-1.350165,0.437711,53.84312,-22.525543,54.949121,,,,,,5.32976,,,-0.72008,2.56713,-0.56073,50,5.71304,3.20821,-128.16972,-2.24543,-1.18345,29.45431,-27.95495,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,18690b80-0c92-11ee-86e8-e178d624069f,86.11255,2.76348,,8.26343,,,,3.49041,2.76348,0.36932,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,06:50.3,2023-06-16T18:06:50.3480294-04:00,2023-06-16T22:06:50.3480294Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,2f8074cb-c993-403c-9647-27fae31ca15b,55.23327,-129.36677,14.72716,5.78121,-1.10931,-13.97747,-0.69209,3.25631,-0.59173,180,3.48991,41.99156,,,,,,,,2.76385,-30.32439,,,,,,,,0.36861,59.85696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
165,6/16/23,07:25.6,6,1,"Simmons, Dylan",687535,Right,YAR_RED,"Arendt, Bryan",1000134744,Right,HAR_MAR,Undefined,5,Top,1,0,0,Cutter,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.33908,-0.055089,-1.270022,2176.327183,186.057335,12:15,5.73114,0.74052,5.37435,-32.12435,4.79146,0.3715,3.00245,-0.41935,79.94927,-5.971587,-1.203959,0.437298,,,,,,,,,,,,-0.58232,2.82071,-0.62704,50,5.70382,2.8219,-128.0492,-1.32508,-0.95537,29.36946,-27.54633,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,2d5e0900-0c92-11ee-86e8-e178d624069f,86.19391,,,8.38982,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,07:25.6,2023-06-16T18:07:25.5833062-04:00,2023-06-16T22:07:25.5833062Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,fd0f9cb1-63c3-4fdf-8827-a8e972fe5bbe,55.11998,-129.21819,14.68473,5.73473,-0.22865,-13.77316,-0.74012,2.85993,-0.47769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
166,6/16/23,07:44.9,6,2,"Simmons, Dylan",687535,Right,YAR_RED,"Arendt, Bryan",1000134744,Right,HAR_MAR,Undefined,5,Top,1,0,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,92.47308,-2.372015,-0.699412,1978.428941,213.195528,01:00,5.98047,0.10427,5.42109,-14.7691,19.25954,11.73186,2.52648,0.42677,82.68861,-5.213708,1.388131,0.41985,47.84061,46.06414,126.671963,5577.794068,,,,,17.42346,,,-6.13481,10.8726,-0.05066,50,5.7603,1.07961,-133.81455,-5.98671,-10.86699,35.08658,-12.91475,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,38f03950-0c92-11ee-86e8-e178d624069f,89.77604,17.57243,,9.78447,,,,0.68982,2.39624,-0.16058,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,07:44.9,2023-06-16T18:07:44.9348582-04:00,2023-06-16T22:07:44.9348582Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,112b9ca1-19f7-4583-b532-3a7a2a8358dc,55.07258,-135.13805,17.54329,5.97694,-5.49955,-6.45738,-0.09911,1.48953,-5.4335,,0.69358,-29.2132,-0.59394,,,,,,,2.40571,50.18704,-25.67767,,,,,,,-0.16156,39.08513,-2.66072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
167,6/16/23,08:10.3,6,3,"Simmons, Dylan",687535,Right,YAR_RED,"Arendt, Bryan",1000134744,Right,HAR_MAR,Undefined,5,Top,1,0,2,Fastball,Sinker,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,91.73598,-2.282023,-2.983745,1971.509036,231.31451,01:45,6.04141,-0.10111,5.51383,-21.89682,12.34158,13.85142,2.07884,-1.7393,82.78142,-6.375463,-0.517331,0.421142,,,,,,,,,,,,-7.92776,7.31595,0.35174,50,5.82791,6.2797,-132.74466,-6.06344,-13.94525,32.17227,-19.30499,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,48054ed0-0c92-11ee-86e8-e178d624069f,89.50063,,,8.95456,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,08:10.3,2023-06-16T18:08:10.2630886-04:00,2023-06-16T22:08:10.2630886Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,579a789d-f3b2-40d9-a3ac-546989770e13,54.98127,-133.94649,16.08614,6.04095,-5.34228,-9.6525,0.10742,6.80064,-6.97262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
