PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
168,6/16/23,08:41.1,7,1,"Simmons, Dylan",687535,Right,YAR_RED,"Scannell, Matt",1000234976,Left,HAR_MAR,Undefined,5,Top,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,87.65624,-1.127191,-2.700065,2208.203267,261.793874,02:45,5.42286,1.03786,5.63711,-35.42986,2.13807,4.90028,1.41751,-1.07454,78.77892,-7.66442,-1.824671,0.441144,,,,,,,,,,,,-3.43154,1.85976,-0.81153,50,5.30453,5.77325,-126.88549,-3.77059,-5.46349,31.62512,-29.21307,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,5a75eb60-0c92-11ee-86e8-e178d624069f,85.44257,,,8.87732,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,08:41.1,2023-06-16T18:08:41.1415526-04:00,2023-06-16T22:08:41.1415526Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,25f27116-ebe9-45e3-84c2-3327cd3cc651,54.85821,-128.09063,15.81256,5.427,-2.65736,-14.60654,-1.0355,5.98145,-2.73175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
169,6/16/23,09:06.0,7,2,"Simmons, Dylan",687535,Right,YAR_RED,"Scannell, Matt",1000234976,Left,HAR_MAR,Undefined,5,Top,2,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.14076,-1.072875,-1.958502,1918.671963,212.520425,01:00,5.90239,0.32796,5.5284,-18.04843,15.75769,9.27323,3.39472,-0.73079,83.06685,-4.49209,-0.306236,0.418474,,,,,,,,,,,,-5.25748,8.62406,-0.16396,50,5.79744,4.12785,-133.49215,-3.09089,-9.36544,32.17389,-16.8116,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,6948c7c0-0c92-11ee-86e8-e178d624069f,90.07106,,,9.07391,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,09:06.0,2023-06-16T18:09:06.0316646-04:00,2023-06-16T22:09:06.0316646Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,172fdc48-73f1-477a-a730-40bac14df305,54.96492,-134.68346,16.08695,5.90036,-2.4684,-8.4058,-0.32322,4.47463,-4.68272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
170,6/16/23,09:23.5,7,3,"Simmons, Dylan",687535,Right,YAR_RED,"Scannell, Matt",1000234976,Left,HAR_MAR,Undefined,5,Top,2,2,0,Cutter,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.12968,-1.063063,-1.650763,2164.195635,193.810059,12:30,5.73565,0.81771,5.44136,-28.37466,7.44004,1.48748,2.3752,-0.6044,80.67989,-6.331159,-1.385947,0.430727,,,,,,,,,,,,-1.31976,4.51874,-0.67283,50,5.62257,3.69012,-130.43801,-3.4644,-2.21925,33.56748,-24.5756,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,73aed420-0c92-11ee-86e8-e178d624069f,87.50885,,,9.44979,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,09:23.5,2023-06-16T18:09:23.4804198-04:00,2023-06-16T22:09:23.4804198Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,dd2f80fc-94d5-4688-ad2f-051c14b84b7d,55.05114,-131.73147,16.78374,5.73782,-2.51742,-12.2878,-0.81667,3.77564,-1.10963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
171,6/16/23,09:39.5,7,4,"Simmons, Dylan",687535,Right,YAR_RED,"Scannell, Matt",1000234976,Left,HAR_MAR,Undefined,5,Top,2,2,1,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,88.92297,-2.475869,-0.802955,2200.770029,222.060509,01:30,5.60828,0.90066,5.54275,-31.63923,4.92236,3.19713,0.65619,0.41664,80.14906,-8.304869,-0.231684,0.435195,,,,,,,,,,,,-1.8898,3.72508,-0.83329,50,5.37303,1.66238,-128.73344,-6.71968,-3.10387,32.02219,-26.05587,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,7d3f6810-0c92-11ee-86e8-e178d624069f,86.61044,,,8.77391,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,09:39.5,2023-06-16T18:09:39.4914790-04:00,2023-06-16T22:09:39.4914790Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,9eaed476-9f93-4ff9-8f41-4f47052a71bb,54.95171,-129.95933,16.0111,5.61118,-5.7222,-13.02793,-0.89921,1.7812,-1.55194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
172,6/16/23,09:57.1,7,5,"Simmons, Dylan",687535,Right,YAR_RED,"Scannell, Matt",1000234976,Left,HAR_MAR,Undefined,5,Top,2,3,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,91.65926,-1.833883,-1.984254,2127.154086,221.873719,01:30,5.8856,0.25465,5.60424,-18.14099,15.83387,13.12497,2.66036,-0.5046,82.96153,-5.263762,0.35825,0.419518,84.69431,40.308609,-26.54554,,96.17804,72.52455,-53.38337,282.12794,164.27805,-33.537278,4.353124,-7.28642,8.93997,-0.09369,50,5.7172,4.01441,-132.85996,-4.84716,-12.88604,31.27831,-16.36373,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,87bf8c20-0c92-11ee-86e8-e178d624069f,89.84709,79.89382,,8.69772,,,,1.77945,2.61499,0.7802,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,09:57.1,2023-06-16T18:09:57.0968550-04:00,2023-06-16T22:09:57.0968550Z,FlyBall,v3,,,,"King, Will",1000098174,Right,YAR_RED,de093ef9-6b82-44f6-b14d-0bd881c45f10,54.89226,-134.00676,15.63915,5.88392,-4.2472,-8.18187,-0.24954,4.48687,-6.44302,,1.77781,84.78222,-17.89914,5.40377,-1.60496,0.48128,-0.10673,0.01348,-0.00071,2.61629,80.32601,-24.50524,2.28975,-0.20057,-0.03358,0.0089,-0.00013,-7.00E-05,0.78051,-42.34209,3.95513,-1.29298,0.39387,-0.11624,0.02531,-0.00319,0.00017,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Medium,,,
186,6/16/23,24:30.4,1,1,"O'Hara, Connor",1000036031,Right,YAR_RED,"Erato, Eric",1000076621,Left,HAR_MAR,Undefined,6,Top,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,95.89714,-2.353276,-4.790521,2290.004688,229.431556,01:45,5.4326,1.0868,5.44192,-17.0667,15.00139,15.94505,1.79802,-2.08033,84.9105,-5.610169,-1.965697,0.407575,,,,,,,,,,,,-9.76741,8.77599,-0.67388,50,5.2127,10.7954,-138.19756,-6.27452,-18.30824,39.62256,-15.7241,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,903ca250-0c94-11ee-86e8-e178d624069f,92.47969,,,10.98663,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,24:30.4,2023-06-16T18:24:30.3566008-04:00,2023-06-16T22:24:30.3566008Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,28366d31-b38b-4f44-b5fa-2328f6b64a46,55.051,-139.63822,19.81128,5.43044,-5.7028,-7.86205,-1.0785,11.46109,-9.15412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
187,6/16/23,24:47.1,1,2,"O'Hara, Connor",1000036031,Right,YAR_RED,"Erato, Eric",1000076621,Left,HAR_MAR,Undefined,6,Top,0,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.65608,-2.617103,-3.639477,2302.4657,220.197772,01:15,5.35071,1.30966,5.35582,-19.02529,15.87119,12.2378,1.30426,-1.08827,81.86971,-6.2138,-1.469939,0.425169,,,,,,,,,,,,-7.41835,9.26249,-0.99129,50,5.10201,7.84416,-132.33241,-6.69968,-12.83946,34.54629,-16.14286,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,9a3baf80-0c94-11ee-86e8-e178d624069f,88.65274,,,9.78638,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,24:47.1,2023-06-16T18:24:47.1382200-04:00,2023-06-16T22:24:47.1382200Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,9de313be-0138-4c6d-959b-e3634008186c,55.13831,-133.66707,17.27315,5.3488,-6.07602,-8.07143,-1.30392,8.3402,-6.41973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
188,6/16/23,25:03.8,1,3,"O'Hara, Connor",1000036031,Right,YAR_RED,"Erato, Eric",1000076621,Left,HAR_MAR,Undefined,6,Top,0,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.39721,-2.390209,-3.90537,2347.694275,223.734137,01:30,5.39414,1.35699,5.74383,-16.07769,16.32962,14.39517,1.82249,-1.08511,84.25073,-5.476972,-1.336295,0.409725,,,,,,,,,,,,-8.64941,9.48536,-1.0408,50,5.18546,8.63551,-136.37134,-6.19835,-15.90425,36.57885,-14.73273,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,a4270da0-0c94-11ee-86e8-e178d624069f,91.9944,,,10.14647,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,25:03.8,2023-06-16T18:25:03.7874872-04:00,2023-06-16T22:25:03.7874872Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,59971cec-52a3-4059-ad4f-5ff1bb64ae88,54.74983,-137.63949,18.28942,5.3915,-5.68758,-7.36637,-1.34974,9.18689,-7.95212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
189,6/16/23,25:19.1,1,4,"O'Hara, Connor",1000036031,Right,YAR_RED,"Erato, Eric",1000076621,Left,HAR_MAR,Undefined,6,Top,0,3,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,94.08452,-2.094483,-2.966222,2275.534849,228.02624,01:30,5.37453,1.39655,5.4145,-18.33525,14.87788,14.99835,1.88101,-0.13479,83.40483,-5.581821,-0.301256,0.414788,,,,,,,,,,,,-8.55583,8.61,-1.14336,50,5.17599,6.29948,-135.86003,-5.59349,-15.50171,38.25201,-16.57414,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,ad513ea0-0c94-11ee-86e8-e178d624069f,90.87155,,,10.6797,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,25:19.1,2023-06-16T18:25:19.1495864-04:00,2023-06-16T22:25:19.1495864Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,2fc917af-756a-40bd-91e8-88e7377059c8,55.07673,-137.28196,19.12601,5.37246,-4.97738,-8.28707,-1.38824,6.87572,-7.75085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
190,6/16/23,25:33.3,1,5,"O'Hara, Connor",1000036031,Right,YAR_RED,"Erato, Eric",1000076621,Left,HAR_MAR,Undefined,6,Top,0,3,1,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,92.8497,-0.342952,-1.294962,2272.61056,214.99985,01:15,5.46297,1.32728,5.52661,-14.12446,19.82863,12.88713,3.96524,1.19043,81.9448,-3.11114,1.001707,0.419383,,,,,,,,,,,,-6.89055,10.45615,-1.22319,50,5.42427,2.40431,-134.2594,-1.18296,-12.15557,38.13904,-13.72852,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,b5bd01a0-0c94-11ee-86e8-e178d624069f,89.87585,,,10.9049,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,25:33.3,2023-06-16T18:25:33.3358264-04:00,2023-06-16T22:25:33.3358264Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,a04854e1-a59b-4a21-a320-4531836830e7,54.96253,-135.66179,19.06952,5.45848,-0.67816,-6.86426,-1.31981,2.85127,-6.07779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
191,6/16/23,26:04.2,2,1,"O'Hara, Connor",1000036031,Right,YAR_RED,"Humphrey, Jacob",1000119761,Right,HAR_MAR,Undefined,6,Top,0,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.50496,-0.637229,-2.600008,2322.872131,137.945601,10:30,5.29298,1.44205,5.45793,-36.08191,4.39689,-2.37496,1.68905,-1.19122,75.48666,-7.330372,-3.02255,0.457915,,,,,,,,,,,,0.14563,2.98276,-1.2112,50,5.21285,5.71185,-123.45516,-2.65848,0.21558,33.93917,-27.7592,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,c82cb3d0-0c94-11ee-86e8-e178d624069f,82.3131,,,10.0183,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,26:04.2,2023-06-16T18:26:04.1548472-04:00,2023-06-16T22:26:04.1548472Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,1414527c-5b7a-4895-8749-6a6e185429f9,55.03196,-124.83084,16.96958,5.2978,-1.53331,-13.8796,-1.44255,5.70311,0.10779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
192,6/16/23,26:46.8,2,2,"O'Hara, Connor",1000036031,Right,YAR_RED,"Humphrey, Jacob",1000119761,Right,HAR_MAR,Undefined,6,Top,0,0,1,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,84.92394,-0.277009,-2.034544,2282.846014,218.742011,01:15,5.35834,1.29859,5.18431,-37.47226,3.39146,1.4235,1.97487,-0.49769,75.9042,-7.16259,-1.782339,0.460087,,,,,,,,,,,,-1.43158,2.27469,-1.11069,50,5.30475,4.29823,-122.80231,-1.98615,-2.12739,30.40084,-28.79376,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,e18e3330-0c94-11ee-86e8-e178d624069f,81.92452,,,9.01973,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,26:46.8,2023-06-16T18:26:46.8100280-04:00,2023-06-16T22:26:46.8100280Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,5b2c6737-729d-4351-94d4-5e38edb1c8ff,55.30785,-124.10936,15.20042,5.36353,-0.74819,-14.39688,-1.29745,4.38969,-1.06369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
193,6/16/23,27:05.2,2,3,"O'Hara, Connor",1000036031,Right,YAR_RED,"Humphrey, Jacob",1000119761,Right,HAR_MAR,Undefined,6,Top,0,0,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,84.83926,-0.960692,-1.672613,2372.716145,52.945579,07:45,5.31686,1.39359,5.14267,-41.19691,-0.17854,-2.37858,0.97879,-0.37989,76.03609,-8.479611,-2.094246,0.460957,,,,,,,,,,,,0.57547,0.76295,-1.23511,50,5.19573,3.6903,-122.68795,-3.62534,0.85312,30.45961,-31.04296,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,ec877ee0-0c94-11ee-86e8-e178d624069f,81.76992,,,8.80318,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,27:05.2,2023-06-16T18:27:05.1808440-04:00,2023-06-16T22:27:05.1808440Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,a211814e-4ab2-43d2-9a84-703d17e43d21,55.34987,-124.00904,15.2298,5.32377,-2.27894,-15.52148,-1.39437,3.6533,0.42656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
194,6/16/23,27:34.6,3,1,"O'Hara, Connor",1000036031,Right,YAR_RED,"King, Seaver",1000230729,Right,HAR_MAR,Undefined,6,Top,1,0,0,Slider,Slider,StrikeSwinging,Undefined,Undefined,StolenBase,0,0,,85.63943,-0.360566,-2.15076,2229.829617,163.955067,11:30,5.2559,1.28109,5.21992,-37.11593,2.99638,-0.40823,1.82367,-0.77599,76.60576,-7.17914,-2.22312,0.455838,,,,,,,,,,,,-0.56366,2.07795,-1.08228,50,5.19528,4.66982,-123.85656,-2.16174,-0.85227,30.87661,-29.03217,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,fe0bbfa0-0c94-11ee-86e8-e178d624069f,82.68831,,,9.03368,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,27:34.6,2023-06-16T18:27:34.5720000-04:00,2023-06-16T22:27:34.5720000Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,e63bece3-7718-401e-8977-40300fd9a8fb,55.27318,-125.16422,15.43831,5.26079,-0.93219,-14.51609,-1.28082,4.70591,-0.42614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.96081,1.99835,0.769126,1.229224,1.16054,1.7913,0.78594,-0.9921,5.77755,1.52444,127.27795,0.40759,-1.81457,-0.84877,116.5352,-10.07401,5.7929,9.63108,-11.40805,1.46316,-6.63703,3.25809,High,High,High,,,High,High,High
195,6/16/23,28:11.7,3,2,"O'Hara, Connor",1000036031,Right,YAR_RED,"King, Seaver",1000230729,Right,HAR_MAR,Undefined,6,Top,1,0,1,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,85.25564,0.254268,-1.759292,2395.292506,95.239195,09:15,5.24702,1.36927,5.09868,-39.27116,1.89059,-1.24473,2.21414,-0.39276,75.27612,-6.973275,-1.979472,0.461762,74.49277,-51.035755,-110.998022,,,,,2.42049,2.70704,-32.310218,0.028488,-0.07882,1.30921,-1.20217,50,5.24084,3.83838,-123.13116,-0.93036,-0.11618,33.49503,-30.24407,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,1432ad70-0c95-11ee-86e8-e178d624069f,81.62739,2.42775,,9.97952,,,,2.74929,2.42775,0.5393,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,28:11.7,2023-06-16T18:28:11.7150904-04:00,2023-06-16T22:28:11.7150904Z,GroundBall,v3,,,,"King, Will",1000098174,Right,YAR_RED,a775bdeb-03f9-4da2-9498-d73aa05eec66,55.39329,-124.58964,16.74752,5.25268,0.38656,-15.12203,-1.36942,3.84344,-0.05809,,2.74965,-24.69684,,,,,,,,2.42898,-85.21899,,,,,,,,0.54023,-64.34412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
196,6/16/23,28:44.0,3,3,"O'Hara, Connor",1000036031,Right,YAR_RED,"King, Seaver",1000230729,Right,HAR_MAR,Undefined,6,Top,1,0,2,Slider,Slider,InPlay,Undefined,LineDrive,Single,0,1,,85.4388,-0.141286,-2.459887,2516.504094,53.680507,07:45,5.33141,1.25917,5.24682,-40.22664,-0.92988,-2.94449,1.8463,-1.29922,78.35931,-7.44743,-2.981881,0.45118,78.03525,5.888333,16.643385,2367.802785,,,,103.81273,98.35688,19.459871,1.002145,0.78335,-0.0952,-1.03097,50,5.28835,5.45062,-123.93149,-1.81912,1.21588,25.22611,-32.32182,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,276bf130-0c95-11ee-86e8-e178d624069f,83.54196,4.3535,,7.07949,,,,1.499,1.86521,1.29039,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,28:44.0,2023-06-16T18:28:44.0026296-04:00,2023-06-16T22:28:44.0026296Z,GroundBall,v3,,,,"King, Will",1000098174,Right,YAR_RED,a39d9ade-db20-43a7-b5a5-f94de33b6891,55.25162,-124.99588,12.61305,5.33633,-0.45533,-16.16091,-1.25987,5.39931,0.60794,234.737417,1.499,109.0781,-15.47499,3.10488,-0.60352,0.11453,-0.02247,0.00406,-0.00045,1.86521,11.74158,-14.05338,0.52369,-0.05056,0.00453,0.00117,-0.00024,2.00E-05,1.29039,32.60755,0.60874,0.0328,-0.0373,0.01256,-0.0029,0.00053,-6.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
197,6/16/23,29:29.5,4,1,"O'Hara, Connor",1000036031,Right,YAR_RED,"Culpepper, Kaelen",1000112508,Right,HAR_MAR,Undefined,6,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.8185,-2.701042,-4.008078,2309.685442,220.787681,01:15,5.48458,1.1524,5.8741,-15.20434,16.44084,13.19213,1.7009,-1.4769,85.52712,-5.612741,-1.648652,0.404879,,,,,,,,,,,,-7.96693,9.57312,-0.83542,50,5.25686,8.99884,-137.11122,-6.94056,-14.97662,33.85319,-14.17806,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,428e8180-0c95-11ee-86e8-e178d624069f,93.09557,,,9.29138,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,29:29.5,2023-06-16T18:29:29.5400120-04:00,2023-06-16T22:29:29.5400120Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,c317aa21-5f8e-4420-b9e8-08d3981349b0,54.62072,-138.24738,16.9266,5.48181,-6.46472,-7.08903,-1.14587,9.50147,-7.48831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
198,6/16/23,29:44.6,4,2,"O'Hara, Connor",1000036031,Right,YAR_RED,"Culpepper, Kaelen",1000112508,Right,HAR_MAR,Undefined,6,Top,1,1,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.03403,0.060155,-1.492586,2263.638821,242.961179,02:00,5.34665,1.33524,5.30744,-37.98341,2.76335,2.71815,2.23786,0.16041,76.45863,-6.893396,-1.009696,0.459429,,,,,,,,,,,,-1.80669,1.79047,-1.20183,50,5.32478,3.05744,-121.85151,-1.25552,-2.69453,25.73897,-29.50372,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,4b90df30-0c95-11ee-86e8-e178d624069f,82.042,,,7.5754,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,29:44.6,2023-06-16T18:29:44.6064312-04:00,2023-06-16T22:29:44.6064312Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,fa8a713d-0159-49c5-a111-e85d3fc00b85,55.18815,-122.94253,12.86949,5.35149,-0.00492,-14.75186,-1.33385,3.17166,-1.34727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
